brain_region_id,brain_region_name,cellinstance_cell_id,celltype_cell_name 
333,Dorsal part of the lateral geniculate complex,283,type II ganglion cell
333,Dorsal part of the lateral geniculate complex,285,stellate cell of the zone of horizontal cells
333,Dorsal part of the lateral geniculate complex,286,stellate cell of the zone of vertical cells
347,Zona incerta,105,type (a) narrow-field unistratified amacrine cell
347,Zona incerta,246,simple bipolar neuron
417,Superior colliculus zonal layer,263,Glu-IR neuron, cerebellar nuclei
417,Superior colliculus zonal layer,265,reciprocal Glu-IR neuron, cerebellar nuclei
417,Superior colliculus zonal layer,266,symmetrical GABA-IR neuron, cerebellar nuclei
417,Superior colliculus zonal layer,268,IO projecting neuron, cerebellar nuclei
417,Superior colliculus zonal layer,272,superficial horizontal cell
417,Superior colliculus zonal layer,273,deep horizontal cell
417,Superior colliculus zonal layer,279,intermediate vertical fusiform cell
418,Superior colliculus superficial gray layer,263,Glu-IR neuron, cerebellar nuclei
418,Superior colliculus superficial gray layer,266,symmetrical GABA-IR neuron, cerebellar nuclei
418,Superior colliculus superficial gray layer,269,type I (bursting) neuron, cerebellar nuclei
418,Superior colliculus superficial gray layer,270,type I (non-bursting) neuron, cerebellar nuclei
418,Superior colliculus superficial gray layer,272,superficial horizontal cell
418,Superior colliculus superficial gray layer,276,narrow field vertical cell
418,Superior colliculus superficial gray layer,280,deep vertical fusiform cell
419,Superior colliculus optic layer,264,reciprocal GABA-IR neuron, cerebellar nuclei
419,Superior colliculus optic layer,271,HSD2 neuron
419,Superior colliculus optic layer,277,vertical fusiform cell
419,Superior colliculus optic layer,281,wide field vertical cell
420,Superior colliculus intermediate gray layer,282,type I ganglion cell
495,Nucleus of the solitary tract,261,symmetrical projections neuron, cerebellar nuclei
523,Trochlear nucleus,241,non-bursting LTS neuron
524,Abducens nucleus,241,non-bursting LTS neuron
789,Cerebellar cortex,107,wide-field unistratified amacrine cell
789,Cerebellar cortex,108,type (a) wide-field unistratified amacrine cell
789,Cerebellar cortex,110,type (c) wide-field unistratified amacrine cell
789,Cerebellar cortex,111,bistratified amacrine cell
789,Cerebellar cortex,112,narrow-field bistratified amacrine cell
789,Cerebellar cortex,113,wide-field bistratified amacrine cell
789,Cerebellar cortex,114,stratified diffuse amacrine cell
789,Cerebellar cortex,115,AII amacrine cell
789,Cerebellar cortex,116,retinal bipolar cell
789,Cerebellar cortex,117,rod bipolar cell
789,Cerebellar cortex,118,type 1 cone bipolar cell
789,Cerebellar cortex,130,preautonomic neuron vagal complex
789,Cerebellar cortex,159,TH-imunoreactive retinal cell
789,Cerebellar cortex,160,TH-immunoreactive interplexiform cell
837,Fastigial nucleus,248,curly bipolar neuron
837,Fastigial nucleus,253,motor neuroendocrine parvicellular SOM neuron
837,Fastigial nucleus,254,motor neuroendocrine parvicellular GRH neuron
837,Fastigial nucleus,255,motor neuroendocrine parvicellular DA neuron
837,Fastigial nucleus,256,descending neuron, sympathetic system
837,Fastigial nucleus,257,descending neuron, sympathetic/parasympathetic system
837,Fastigial nucleus,258,GABA-IR neuron, cerebellar nuclei
838,Interposed nucleus,248,curly bipolar neuron
838,Interposed nucleus,253,motor neuroendocrine parvicellular SOM neuron
838,Interposed nucleus,254,motor neuroendocrine parvicellular GRH neuron
838,Interposed nucleus,255,motor neuroendocrine parvicellular DA neuron
838,Interposed nucleus,256,descending neuron, sympathetic system
838,Interposed nucleus,257,descending neuron, sympathetic/parasympathetic system
838,Interposed nucleus,258,GABA-IR neuron, cerebellar nuclei
841,Dentate nucleus,248,curly bipolar neuron
841,Dentate nucleus,253,motor neuroendocrine parvicellular SOM neuron
841,Dentate nucleus,254,motor neuroendocrine parvicellular GRH neuron
841,Dentate nucleus,255,motor neuroendocrine parvicellular DA neuron
841,Dentate nucleus,256,descending neuron, sympathetic system
841,Dentate nucleus,258,GABA-IR neuron, cerebellar nuclei
844,Retina, outer nuclear layer,191,dLGN-ipsi/contra projecting retinal ganglion cell
844,Retina, outer nuclear layer,192,SC-ipsilateral projecting retinal ganglion cell
846,Retina, inner nuclear layer,63,retinal ganglion cell C1
846,Retina, inner nuclear layer,64,retinal ganglion cell C2 inner
846,Retina, inner nuclear layer,66,retinal ganglion cell C others
846,Retina, inner nuclear layer,67,retinal ganglion cell C
846,Retina, inner nuclear layer,69,retinal ganglion cell C2
846,Retina, inner nuclear layer,70,retinal ganglion cell
846,Retina, inner nuclear layer,71,retinal ganglion cell type I
846,Retina, inner nuclear layer,73,retinal ganglion cell type III
846,Retina, inner nuclear layer,74,retinal ganglion cell type IV
846,Retina, inner nuclear layer,75,retinal ganglion cell Class I
846,Retina, inner nuclear layer,79,alpha retinal ganglion cell
846,Retina, inner nuclear layer,80,delta retinal ganglion cell
846,Retina, inner nuclear layer,81,inner alpha retinal ganglion cell
846,Retina, inner nuclear layer,82,outer alpha retinal ganglion cell
846,Retina, inner nuclear layer,83,inner delta retinal ganglion cell
846,Retina, inner nuclear layer,84,outer delta retinal ganglion cell
846,Retina, inner nuclear layer,85,retinal ganglion cell B3 inner
846,Retina, inner nuclear layer,86,retinal ganglion cell B3 outer
846,Retina, inner nuclear layer,87,retinal ganglion cell B4
846,Retina, inner nuclear layer,88,retinal ganglion cell C3
846,Retina, inner nuclear layer,90,retinal ganglion cell C4 inner
848,Retina, ganglion cell layer,10,medium spiny
848,Retina, ganglion cell layer,11,type I large
848,Retina, ganglion cell layer,12,type II large
848,Retina, ganglion cell layer,2,granule cell
848,Retina, ganglion cell layer,3,medium sized neuron
848,Retina, ganglion cell layer,4,large sized neuron
848,Retina, ganglion cell layer,6,inverted pyramidal cell
848,Retina, ganglion cell layer,7,round
848,Retina, ganglion cell layer,70,retinal ganglion cell
848,Retina, ganglion cell layer,8,fusiform neuron
848,Retina, ganglion cell layer,9,stellate neuron
